x y z
-0.425 -0.755 9.881
-0.090 -0.713 9.367
-0.384 -0.622 9.744
-0.138 -0.447 9.345
0.831 -0.502 9.526
0.417 -0.599 9.599
-0.173 -0.646 9.692
0.433 -0.679 9.288
-0.054 -0.726 9.773
0.174 -0.858 9.867
0.340 -0.683 8.991
0.146 -0.743 9.374
-0.124 -0.865 10.275
0.074 -0.826 9.514
0.140 -0.558 10.319
0.007 -0.888 9.680
0.862 -1.127 9.252
0.860 -0.915 9.800
-0.479 -0.958 9.639
-0.045 -0.983 9.335
-0.628 -0.689 9.772
-0.512 -0.693 9.161
0.704 -0.960 8.635
-0.786 -0.698 9.490
-0.930 -0.766 9.770
0.474 -0.744 9.499
-0.706 -0.711 9.962
0.281 -0.661 9.157
0.764 -0.725 9.014
-0.305 -0.599 10.107
-0.346 -0.839 9.752
0.581 -1.076 10.050
-0.686 -1.100 10.014
0.271 -1.454 9.456
-0.029 -1.496 9.751
-0.674 -1.194 10.286
0.150 -1.309 10.161
0.624 -1.274 10.606
0.118 -1.147 10.568
0.702 -1.377 10.018
0.383 -1.472 10.336
0.160 -1.195 10.997
0.297 -1.322 10.334
0.610 -1.342 10.788
-0.008 -1.327 10.422
0.534 -1.221 10.226
0.489 -1.289 10.600
-0.212 -0.992 10.765
0.019 -1.064 10.301
0.827 -1.075 9.970
-0.283 -0.919 10.014
0.865 -0.764 9.647
0.342 -0.800 10.097
-0.534 -0.494 10.052
0.750 -0.535 9.508
0.665 -0.706 9.538
0.394 -0.486 9.414
0.636 -0.342 9.249
-0.647 -0.211 9.931
-0.605 -0.377 9.717
0.360 -0.452 9.143
0.022 -0.812 9.942
0.269 -0.557 9.218
0.070 -0.773 9.684
-1.067 -0.748 10.318
-0.401 -1.018 9.796
0.304 -1.197 10.017
-0.498 -1.185 10.763
0.976 -1.477 10.133
0.266 -1.496 10.506
-0.033 -1.616 10.719
0.584 -1.884 10.071
0.556 -1.827 10.501
0.017 -1.676 10.985
0.656 -1.645 10.375
-0.037 -1.822 10.768
-0.441 -1.684 10.588
-0.230 -1.589 10.137
-0.650 -1.441 10.308
-1.091 -1.520 11.107
-0.617 -1.567 10.452
-0.766 -1.436 11.085
-0.921 -1.165 11.145
0.039 -0.991 10.610
0.608 -0.726 10.933
-0.289 -0.554 11.308
0.772 -0.578 10.702
-0.197 -0.422 11.318
-0.190 -0.130 10.969
0.886 -0.333 10.543
0.382 -0.266 11.082
-0.572 0.001 11.312
0.839 -0.208 11.029
-0.567 0.014 11.425
0.196 0.000 10.847
0.952 -0.485 10.679
-0.664 -0.484 11.158
-0.692 -0.278 11.087
-0.380 -0.424 10.995
-0.604 -0.421 11.301
0.741 -0.252 10.749
0.733 -0.441 10.628
0.053 -0.590 11.111
0.069 -0.653 10.834
-0.040 -0.683 10.819
-0.447 -0.994 10.842
-0.075 -1.108 10.425
-0.166 -1.085 10.452
-0.726 -0.956 10.722
-0.430 -1.100 10.837
-0.299 -1.121 10.738
-0.147 -1.278 11.030
0.019 -1.397 10.376
0.574 -1.613 10.122
-0.126 -1.317 11.060
-0.497 -1.362 10.604
-0.124 -1.522 10.790
-0.607 -1.344 10.698
0.647 -1.289 10.100
0.547 -1.183 10.652
-0.449 -0.969 11.312
0.186 -1.050 10.526
-0.351 -1.079 11.209
-0.212 -1.219 10.690
1.114 -1.162 10.393
0.189 -1.210 11.177
-0.932 -1.220 11.196
0.202 -1.293 10.758
-1.180 -1.077 11.143
0.022 -1.353 10.868
0.453 -1.571 10.619
-0.648 -1.349 11.246
0.295 -1.302 11.338
0.943 -1.076 10.854
0.234 -0.862 11.423
0.611 -0.934 10.534
